concept_id,code,source,datatype,amrs_id,amrs_datatype
1,1,AMPATH,N/A,1,N/A
2,2,AMPATH,N/A,2,N/A
12,12,AMPATH,Coded,12,Coded
21,21,AMPATH,Numeric,21,Numeric
32,32,AMPATH,Coded,32,Coded
42,42,AMPATH,Boolean,42,N/A
56,56,AMPATH,Text,56,Coded
100,100,AMPATH,N/A,100,N/A
102,102,AMPATH,N/A,102,N/A
105,105,AMPATH,N/A,105,N/A
106,106,AMPATH,N/A,106,N/A
109,109,CIEL,N/A,109,N/A
112,112,CIEL,N/A,112,N/A
120,120,CIEL,N/A,120,N/A
134,134,AMPATH,N/A,134,N/A
141,141,CIEL,N/A,141,N/A
151,151,AMPATH,N/A,151,N/A
171,171,AMPATH,N/A,171,N/A
190,190,AMPATH,N/A,190,N/A
241,241,CIEL,N/A,241,N/A
279,278,AMPATH,N/A,278,N/A
294,294,AMPATH,N/A,294,N/A
298,297,AMPATH,N/A,297,N/A
299,299,AMPATH,Coded,299,Coded
300,300,AMPATH,Coded,300,Coded
302,302,AMPATH,Coded,302,N/A
304,304,AMPATH,Coded,304,Coded
307,2310,AMPATH,Coded,2310,N/A
351,351,AMPATH,N/A,351,N/A
374,374,AMPATH,Coded,374,Coded
431,431,CIEL,N/A,431,N/A
450,267,AMPATH,N/A,267,N/A
460,460,AMPATH,Coded,460,N/A
461,461,AMPATH,N/A,461,N/A
493,493,CIEL,N/A,493,N/A
507,507,CIEL,N/A,507,N/A
512,512,AMPATH,Coded,512,N/A
630,630,AMPATH,N/A,630,N/A
654,654,AMPATH,Numeric,654,Numeric
664,664,AMPATH,N/A,664,N/A
690,690,AMPATH,N/A,690,N/A
694,694,AMPATH,N/A,694,N/A
699,699,AMPATH,N/A,699,N/A
703,703,AMPATH,N/A,703,N/A
730,730,AMPATH,Numeric,730,Numeric
767,767,AMPATH,N/A,767,N/A
768,768,AMPATH,N/A,768,N/A
773,773,CIEL,N/A,773,N/A
780,13,AMPATH,N/A,13,N/A
790,790,AMPATH,Numeric,790,Numeric
792,792,AMPATH,N/A,792,N/A
794,793,AMPATH,N/A,793,N/A
798,328,AMPATH,N/A,328,N/A
817,817,AMPATH,N/A,817,N/A
819,819,AMPATH,N/A,819,N/A
820,820,AMPATH,N/A,820,N/A
822,822,AMPATH,N/A,822,N/A
823,5049,AMPATH,N/A,5049,N/A
832,832,AMPATH,Boolean,832,N/A
843,843,AMPATH,N/A,843,N/A
844,844,AMPATH,Coded,844,Coded
856,856,AMPATH,Numeric,856,Numeric
857,857,AMPATH,Numeric,857,Numeric
871,871,AMPATH,Coded,871,N/A
879,879,CIEL,N/A,879,N/A
882,5352,AMPATH,N/A,5352,Numeric
902,902,AMPATH,N/A,902,N/A
907,907,AMPATH,N/A,907,N/A
913,354,AMPATH,N/A,354,N/A
917,277,AMPATH,N/A,277,N/A
924,87,AMPATH,N/A,87,N/A
931,2273,AMPATH,N/A,2273,N/A
944,944,CIEL,N/A,944,N/A
951,951,AMPATH,N/A,951,N/A
965,965,AMPATH,Boolean,965,Boolean
966,966,AMPATH,Coded,966,Coded
970,970,AMPATH,N/A,970,N/A
971,971,AMPATH,N/A,971,N/A
972,972,AMPATH,N/A,972,N/A
973,973,AMPATH,N/A,973,N/A
974,974,AMPATH,N/A,974,N/A
975,2042,AMPATH,Boolean,2042,N/A
978,978,AMPATH,N/A,978,N/A
981,981,AMPATH,N/A,981,N/A
984,984,CIEL,Coded,984,Coded
995,995,CIEL,N/A,995,N/A
996,996,AMPATH,N/A,996,N/A
999,999,AMPATH,N/A,999,N/A
1030,1030,AMPATH,Coded,1030,Coded
1048,1048,AMPATH,Boolean,1048,Boolean
1053,1053,AMPATH,Numeric,1053,Numeric
1054,1054,AMPATH,Coded,1054,Coded
1056,1056,AMPATH,N/A,1056,N/A
1057,1057,AMPATH,N/A,1057,N/A
1058,1058,AMPATH,N/A,1058,N/A
1059,1059,AMPATH,N/A,1059,N/A
1060,1060,AMPATH,N/A,1060,N/A
1065,1065,AMPATH,N/A,1065,N/A
1066,1066,AMPATH,N/A,1066,N/A
1067,1067,AMPATH,N/A,1067,N/A
1072,1072,AMPATH,N/A,1072,N/A
1073,1073,AMPATH,N/A,1073,N/A
1074,1074,AMPATH,N/A,1074,N/A
1085,1085,AMPATH,N/A,1085,N/A
1086,1086,AMPATH,Coded,1086,Coded
1088,1088,AMPATH,Coded,1088,Coded
1090,1090,AMPATH,N/A,1090,N/A
1107,1107,AMPATH,N/A,1107,N/A
1109,1109,AMPATH,Coded,1109,Coded
1111,1111,AMPATH,Coded,1111,Coded
1113,1113,AMPATH,Date,1113,Date
1115,1115,AMPATH,N/A,1115,N/A
1116,1116,AMPATH,N/A,1116,N/A
1118,1118,AMPATH,N/A,1118,N/A
1120,1120,AMPATH,Coded,1120,Coded
1123,1123,AMPATH,Coded,1123,Coded
1125,1125,AMPATH,Coded,1125,Coded
1131,1131,AMPATH,N/A,1131,N/A
1148,1148,AMPATH,Coded,1148,Coded
1149,1149,AMPATH,Coded,1149,N/A
1151,1151,AMPATH,Coded,1151,Coded
1154,1154,AMPATH,Boolean,1154,Boolean
1167,1167,AMPATH,N/A,1167,N/A
1169,1169,AMPATH,Coded,1169,N/A
1170,1170,AMPATH,Coded,1170,N/A
1174,1174,AMPATH,Boolean,1174,Boolean
1175,1175,AMPATH,N/A,1175,N/A
1181,1181,AMPATH,Coded,1181,Coded
1185,1185,AMPATH,N/A,1185,N/A
1189,1189,AMPATH,Coded,1189,Coded
1191,1191,AMPATH,Date,1191,Date
1193,1193,AMPATH,Coded,1193,Coded
1204,1204,AMPATH,N/A,1204,N/A
1205,1205,AMPATH,N/A,1205,N/A
1206,1206,AMPATH,N/A,1206,N/A
1207,1207,AMPATH,N/A,1207,N/A
1220,1220,AMPATH,N/A,1220,N/A
1221,1221,AMPATH,N/A,1221,N/A
1222,1222,AMPATH,N/A,1222,N/A
1223,1223,AMPATH,N/A,1223,N/A
1228,1228,AMPATH,N/A,1228,N/A
1229,1229,AMPATH,N/A,1229,N/A
1246,1246,AMPATH,Boolean,1246,Boolean
1249,1249,AMPATH,N/A,1249,N/A
1252,1252,AMPATH,Coded,1252,Coded
1255,1255,AMPATH,Coded,1255,Coded
1256,1256,AMPATH,N/A,1256,N/A
1257,1257,AMPATH,N/A,1257,N/A
1258,1258,AMPATH,N/A,1258,N/A
1259,1259,AMPATH,N/A,1259,N/A
1260,1260,AMPATH,N/A,1260,N/A
1265,1265,AMPATH,Coded,1265,Coded
1266,1266,AMPATH,Coded,1266,Coded
1267,1267,AMPATH,N/A,1267,N/A
1268,1268,AMPATH,Coded,1268,Coded
1271,1271,AMPATH,Coded,1271,Coded
1272,1272,AMPATH,Coded,1272,Coded
1276,1276,AMPATH,Boolean,1276,Boolean
1282,1282,AMPATH,Coded,1282,N/A
1283,1283,AMPATH,N/A,1283,N/A
1284,1284,AMPATH,Coded,1284,N/A
1288,1288,AMPATH,Coded,1288,N/A
1294,1294,CIEL,N/A,1294,N/A
1301,1301,CIEL,N/A,1301,N/A
1302,1302,CIEL,N/A,1302,N/A
1304,1304,AMPATH,N/A,1304,N/A
1305,1305,AMPATH,Coded,1305,Coded
1319,1319,AMPATH,Numeric,1319,Numeric
1343,1343,AMPATH,Numeric,1343,Numeric
1359,1359,CIEL,Boolean,10817,Boolean
1360,1360,CIEL,Boolean,8356,N/A
1362,1362,CIEL,Boolean,2301,N/A
1363,1363,CIEL,Boolean,2074,N/A
1364,1364,CIEL,Boolean,2075,N/A
1379,1379,CIEL,Coded,10024,Coded
1405,1405,CIEL,Boolean,10789,Boolean
1409,1409,CIEL,Numeric,6429,Numeric
1410,1410,CIEL,Date,10958,Date
1418,1418,CIEL,Numeric,10485,Numeric
1425,1425,CIEL,Numeric,7086,Numeric
1427,1427,CIEL,Date,1836,Date
1434,1434,CIEL,Boolean,1484,N/A
1436,1436,CIEL,Coded,2313,Coded
1442,1442,CIEL,N/A,1901,N/A
1443,1443,CIEL,Numeric,10888,Numeric
1444,1444,CIEL,Text,10889,Text
1447,1447,CIEL,N/A,6282,N/A
1459,1459,CIEL,Boolean,10863,Boolean
1472,1472,CIEL,N/A,6700,N/A
1473,1473,CIEL,Text,10869,Text
1489,1489,CIEL,N/A,6701,N/A
1494,1494,CIEL,Boolean,6173,N/A
1498,1498,CIEL,N/A,1743,N/A
1527,1527,CIEL,N/A,1672,N/A
1528,1528,CIEL,N/A,1565,N/A
1534,1534,CIEL,N/A,6226,N/A
1538,1538,CIEL,N/A,1967,N/A
1540,1540,CIEL,N/A,10871,N/A
1542,1542,CIEL,Coded,1972,Coded
1543,1543,CIEL,Date,1570,Date
1560,1560,CIEL,Coded,1675,Coded
1572,1572,CIEL,Coded,6441,Coded
1582,1582,CIEL,N/A,11081,N/A
1587,1587,CIEL,Coded,6228,Coded
1589,1589,CIEL,N/A,6181,N/A
1619,1619,CIEL,Coded,10418,Coded
1638,1638,CIEL,N/A,10969,N/A
1647,1647,CIEL,Numeric,11089,Numeric
1652,1652,CIEL,Boolean,6467,N/A
1658,1658,CIEL,Coded,8288,Coded
1659,1659,CIEL,Coded,8292,Coded
1660,1660,CIEL,Boolean,10678,Boolean
